Label,Area, Normalsimilarity, NormalZ, DiagonalXY, Height, Coplanarity, Proximity, Connections, Wallinlier, DvBottom, DvTop, ColAbove, ColBelow,ColFarAbove,Vbot,Vtop,Raytrace
Walls,0.02,0.04,0.03,2.41,1.2,0.02,0.26,0,0,0.6,1.1,2,2,2,10,10,10
Walls,0.08,0.01,0.01,2.81,4.3,0,0,7,1,10,1.37,2,2,2,10,10,10
Walls,0.03,0.04,0.01,2,3.4,0.03,0.7,1,0,1.79,10,2,2,2,10,10,10
Walls,0.01,0.03,0.01,1.7,1.5,0.19,1.01,0,1,0.31,10,2,2,2,10,10,10
Walls,0.17,0.01,0,3.31,8.3,0,0,5,1,0.35,1.13,2,2,2,10,10,10
Walls,0.28,0.01,0,4.5,9.3,0,0,5,1,10,1.1,2,2,2,10,10,10
Walls,0.03,0.03,0,1.3,2.8,0.1,0,1,1,3.31,0.25,2,2,2,10,10,10
Walls,0.01,0.13,0.11,1.22,1.6,0.13,0.68,1,0,1.78,0.65,2,2,2,10,10,10
Walls,0.01,0.03,0.02,1,2.8,0.01,0.14,0,1,3.31,0.25,2,2,2,10,10,10
Walls,0.01,0.23,0.02,0.61,2.5,2.36,0,3,1,10,0.03,2,2,2,10,10,10
Walls,0.02,0.05,0,1.1,2.3,0.11,0,3,1,10,0.04,2,2,2,10,10,10
Beams,0.01,0.14,0.14,5.2,0.5,1.53,0,1,0,1.46,1.03,2,2,2,10,10,10
Walls,0.02,0.04,0.01,1.2,2.8,0.15,0.26,0,1,0.16,0.64,2,2,2,10,10,10
Beams,0.01,0.04,0.51,2.43,0.7,0.07,0.06,2,1,10,10,0,1,0,6.34,0.24,0.67
Beams,0.01,0.01,1,5.42,0,0.46,0,2,0,10,10,0.67,0,0.67,0.45,0.05,0
Beams,0.02,0.03,0.03,7.41,0.6,0.04,0.07,3,0,1.06,2.21,2,2,2,10,10,10
Beams,0.04,0.01,0.02,7.51,4.5,0,0,6,1,0.22,10,2,2,2,10,10,10
Beams,0.02,0.04,0.04,3.4,2.3,0.06,0,6,1,0.6,10,2,2,2,10,10,10
Beams,0.02,0.04,1,6.03,0,0.15,0.06,2,0,10,10,0.67,0,0.67,0.05,0.07,1
Beams,0.03,0,0,7.51,4,0.17,0,2,0,0.22,10,2,2,2,10,10,10
Beams,0.01,0.07,0.08,5.5,0.6,1.84,0,3,0,1.86,1.07,2,2,2,10,10,10
Beams,0.01,0,0,7.51,0.4,0.29,0.1,4,0,1.1,0,2,2,2,10,10,10
Clutter,0.02,0.35,0.02,1.39,2.3,1.4,0.08,3,0,10,0.01,2,2,2,10,10,10
Walls,0.01,0.01,0,1.4,2,0.12,0,2,1,10,0.31,2,2,2,10,10,10
Walls,0.05,0.01,0.01,1.4,4.8,0,0,6,1,10,1.08,2,2,2,10,10,10
Walls,0.07,0.03,0.04,3.81,4.5,0,0,8,1,2.33,0.42,2,2,2,10,10,10
Walls,0.01,0.01,0.02,0.61,4.1,3.15,0,4,1,0.1,10,2,2,2,10,10,10
Walls,0.04,0.01,0.01,1.6,4.2,0,0,7,1,10,1.31,2,2,2,10,10,10
Walls,0.01,0.02,0.01,0.71,3,0.67,0,2,1,10,1.04,2,2,2,10,10,10
Walls,0.01,0.58,0.02,0.64,4.3,10,0,3,1,2.31,0.03,2,2,2,10,10,10
Walls,0.06,0.02,0,2.6,7.9,0,0,5,1,0.23,10,2,2,2,10,10,10
Walls,0.03,0.13,0.01,1.2,4.7,0.03,0,1,0,10,0.82,2,2,2,10,10,10
Walls,0.01,0.02,0.01,0.32,4.4,0,0,1,1,10,1.41,2,2,2,10,10,10
Walls,0.04,0.01,0.01,1.1,4.3,0,0,5,1,2.33,0.03,2,2,2,10,10,10
Walls,0.05,0,0.01,2.6,4.4,0,0,9,1,10,1.39,2,2,2,10,10,10
Walls,0.01,0.16,0,0.41,3,2.2,0,2,1,10,1.37,2,2,2,10,10,10
Walls,0.06,0.01,0.01,3.31,3.1,0,0,6,1,0.26,0.74,2,2,2,10,10,10
Walls,0.01,0.09,0,0.61,3.1,0.66,0,2,1,10,1.35,2,2,2,10,10,10
Walls,0.01,0.02,0,1.3,1.7,0.07,0.03,3,1,0.49,0.74,2,2,2,10,10,10
Walls,0.1,0.01,0.01,3.81,4.2,0,0,6,1,2.38,0.12,2,2,2,10,10,10
Walls,0.12,0.02,0.02,4.3,6.4,0,0,10,1,0.23,10,2,2,2,10,10,10
Walls,0.03,0.01,0.01,2.2,3.5,0.02,0,3,1,0.72,10,2,2,2,10,10,10
Walls,0.03,0.03,0,2.7,4.9,0.07,0.09,3,1,0.6,10,2,2,2,10,10,10
Walls,0.02,0.02,0,1.4,2.8,0.17,0.52,0,1,3.34,0.64,2,2,2,10,10,10
Walls,0.78,0.01,0.01,8.61,15.5,0,0,4,1,10,10,2,2,2,10,10,10
Walls,0.01,0.02,0.01,1.4,1.6,0.06,0.03,4,1,1.59,0.86,2,2,2,10,10,10
Walls,0.03,0.01,0,1.5,2.7,0.14,0.34,2,1,0.15,1.37,2,2,2,10,10,10
Walls,0.03,0.02,0.01,2.71,4.7,0.07,0.05,0,1,0.63,10,2,2,2,10,10,10

Walls,0.44,0.01,0.01,22.42,10.2,0,0,7,1,10,10,2,2,2,10,10,10
Walls,0.01,0.05,0,0.22,7.9,2.5,0,3,0,0.04,10,2,2,2,10,10,10
Walls,0.01,0.73,0,0.36,4.7,10,0,2,1,0.63,0.12,2,2,2,10,10,10
Walls,0.02,0.02,0,0.51,4.2,0.1,0.21,2,0,0.28,0.04,2,2,2,10,10,10
Walls,0.09,0.02,0.01,1.02,8.2,0,0,8,1,0.23,10,2,2,2,10,10,10
Walls,0.1,0,0,3.45,6.5,0,0,6,1,0.55,0.27,2,2,2,10,10,10
Walls,0.02,0.73,0,0.5,8.3,10,0,3,0,1.83,10,2,2,2,10,10,10
Walls,0.17,0,0,3.77,9.5,0,0,4,1,10,0.03,2,2,2,10,10,10
Walls,0.01,0.08,0.58,3.67,0.4,10,0,5,1,10,10,0,0,0,0.12,0.46,0
Walls,0.12,0,0,3.45,3.2,0,0,6,1,10,0.39,2,2,2,10,10,10
Walls,0.02,0.66,0,0.36,5.6,10,0,3,1,0.37,10,2,2,2,10,10,10
Walls,0.01,0.69,0.01,0.22,4.2,10,0.06,2,1,0.06,0.41,2,2,2,10,10,10
Walls,0.01,0.2,0,0.2,4.6,1.49,0.29,2,1,0.66,0.2,2,2,2,10,10,10
Walls,0.01,0.05,0,0.3,3.5,1.48,0.24,4,1,0.03,1.24,2,2,2,10,10,10
Walls,0.21,0,0,3.35,9.7,0,0,5,1,10,0.6,2,2,2,10,10,10
Walls,0.01,0.4,0,0.32,4.8,0.12,0.25,4,1,0.57,0.07,2,2,2,10,10,10
Walls,0.03,0.77,0.01,0.36,7.8,10,0,0,1,10,0.49,2,2,2,10,10,10
Walls,0.01,0.01,0,0.2,4.6,0.82,0.22,5,1,0.65,0.19,2,2,2,10,10,10
Walls,0.01,0.7,0,0.28,2.8,10,0,2,1,0.02,0.22,2,2,2,10,10,10
Walls,0.02,0.74,0,0.36,7,10,0,1,1,10,1.3,2,2,2,10,10,10
Walls,0.04,0.01,0.01,0.71,4.8,0.23,0.33,5,1,0.01,0.22,2,2,2,10,10,10
Walls,0.01,0.89,0,0.28,4.8,10,0.07,2,1,0.62,0.06,2,2,2,10,10,10
Clutter,0.04,0.1,0.1,1.2,8.2,2.97,3.18,2,0,5.17,10,2,2,2,10,10,10
Walls,0.01,0.57,0,0.14,3.8,10,0,2,1,0.77,0.6,2,2,2,10,10,10
Walls,0.01,0.01,0,0.61,1.2,0.05,0,2,0,0.1,0.6,2,2,2,10,10,10
Walls,0.07,0.01,0,0.92,7,0,0,5,1,0.14,0.02,2,2,2,10,10,10
Walls,0.01,0.68,0,0.36,3.7,10,0,3,1,0.98,0.44,2,2,2,10,10,10
Walls,0.01,0.38,0,0.22,6.9,0.77,0.14,1,0,1.81,0.47,2,2,2,10,10,10
Walls,0.01,0.67,0,0.14,6.7,10,0.12,2,0,1.98,0.53,2,2,2,10,10,10
Walls,0.01,0.02,0,0.2,6.5,1.03,0,3,1,0.04,0.59,2,2,2,10,10,10
Clutter,0.02,0.11,0.11,0.85,4.9,2.18,4.71,3,0,6.96,10,2,2,2,10,10,10
Walls,0.01,0.71,0,0.22,6,10,0.19,1,0,0.37,0.7,2,2,2,10,10,10
Walls,0.01,0.45,0,0.22,6,0.16,0.14,1,0,2.01,1.19,2,2,2,10,10,10
Walls,0.01,0,0,1.82,0.5,0.24,0.05,2,0,10,0.07,2,2,2,10,10,10
Walls,0.03,0.77,0.01,0.42,7.8,10,0,1,0,10,0.34,2,2,2,10,10,10
Walls,0.04,0.01,0,1.92,10.1,0.22,0,1,0,10,0.51,2,2,2,10,10,10
Walls,0,0,0,0.41,1.2,0.11,0.35,2,0,0.08,0.6,2,2,2,10,10,10
Walls,0.04,0.01,0,1.82,2.8,0.24,0,3,0,10,0.39,2,2,2,10,10,10
Walls,0.01,0,0,0.61,1.2,0.05,0.32,2,0,0.06,0.6,2,2,2,10,10,10
Walls,0.03,0.01,0,0.71,3.6,0.65,0.02,3,0,0.17,0.68,2,2,2,10,10,10
Walls,0.02,0.01,0,0.51,4.2,0.21,0.08,2,0,0.21,0.07,2,2,2,10,10,10
Walls,0.01,0.03,0.02,0.92,3.9,0.1,0,1,1,10,1.05,2,2,2,10,10,10
Walls,0.01,0.02,0.01,0.61,2.2,0.23,0.36,4,1,0.17,1.11,2,2,2,10,10,10
Walls,0.01,0.01,0.01,0.71,1.7,0.24,0.35,3,1,0.01,1.29,2,2,2,10,10,10
Walls,0.01,0.67,0,0.14,8,10,0,2,0,1.9,10,2,2,2,10,10,10
Walls,0.01,0.73,0,0.36,4.7,10,0,2,1,0.8,0.57,2,2,2,10,10,10
Walls,0.02,0.75,0,0.36,6.6,10,0,0,1,10,0.17,2,2,2,10,10,10
Walls,0.01,0.03,0,0.32,4.6,1.48,0.21,3,1,0.9,0.25,2,2,2,10,10,10
Walls,0.01,0.74,0,0.36,4.8,10,0,3,1,0.79,0.23,2,2,2,10,10,10
Walls,0.01,0.16,0,0.2,7.3,2.56,0,3,0,0.16,10,2,2,2,10,10,10
Walls,0.01,0.05,0,0.2,4.5,0.82,0.24,3,1,0.03,0.33,2,2,2,10,10,10
Walls,0.01,0.73,0,0.36,3.3,10,0,2,1,10,0.21,2,2,2,10,10,10
Walls,0.01,0.01,0,0.32,3.1,0,0.29,1,1,10,0.42,2,2,2,10,10,10
Walls,0.01,0.02,0.01,0.71,1.1,0.23,0.36,4,1,0.74,0.19,2,2,2,10,10,10
Walls,0.01,0.05,0,0.2,4.6,0.81,0.25,3,1,0,0.53,2,2,2,10,10,10
Walls,0.01,0.09,0,0.1,5,0.1,0.01,2,0,10,0.34,2,2,2,10,10,10
Walls,0.04,0.01,0,0.71,4.8,0.24,0.29,5,1,0.01,0.04,2,2,2,10,10,10
Walls,0.05,0.01,0,0.71,8.5,0,0,4,1,10,0.33,2,2,2,10,10,10
Walls,0.01,0.88,0,0.42,4.6,10,0.42,2,1,0.87,0.3,2,2,2,10,10,10
Walls,0.21,0.01,0,3.45,9.7,0,0,8,1,10,0.56,2,2,2,10,10,10
Walls,0.02,0.01,0,0.71,3.5,0.65,0,2,0,0.01,0.1,2,2,2,10,10,10
Walls,0.01,0.02,0,0.3,4.6,1.49,0.27,3,1,0.89,0.32,2,2,2,10,10,10
Walls,0.01,0.41,0,0.14,4.9,0.69,0.14,1,1,1.67,0.19,2,2,2,10,10,10
Walls,0.01,0.35,0,0.41,4.8,0.12,0.24,3,1,1.77,0.15,2,2,2,10,10,10
Walls,0.08,0.03,0.03,12.99,1.9,0,0,4,1,0.57,1.23,2,2,2,10,10,10
Walls,0.04,0.01,0,0.71,7.2,0.01,0,1,0,0.67,0.61,2,2,2,10,10,10
Walls,0.01,0.06,0.52,3.57,0.1,10,0,2,1,10,10,0,0,0,0.17,0.06,1
Walls,0.01,0.03,0.63,3.59,0.4,10,0,3,1,10,10,0,0,0,0.07,0.44,0.33
Walls,0.01,0.03,0.45,3.57,0.1,0.03,0,1,1,10,10,2,2,2,0.03,2.33,0
Walls,0.05,0.02,0,0.71,8.5,0,0,4,1,0.02,0.27,2,2,2,10,10,10
Walls,0.03,0.01,0,0.71,3.8,0.24,0.35,4,1,0.02,0.89,2,2,2,10,10,10
Walls,0.01,0,0,0.2,4.6,0.81,0.23,3,1,0.03,0.19,2,2,2,10,10,10
Walls,0.01,0.88,0,0.42,4.9,10,0.42,2,1,0.51,0.03,2,2,2,10,10,10
Walls,0.01,0.59,0,0.14,4.7,10,0.21,2,1,0.51,0.19,2,2,2,10,10,10
Walls,0.01,0.03,0.02,0.71,1.2,0.12,0.45,5,1,1,1.14,2,2,2,10,10,10
Walls,0.01,0.02,0.02,0.71,1.2,0.23,0.36,3,1,0.71,0.2,2,2,2,10,10,10
Walls,0.01,0.39,0,0.22,8.2,0.18,0.09,2,0,2.05,10,2,2,2,10,10,10
Walls,0.07,0.06,0.42,21.22,0.8,0,0,5,1,10,10,2,2,2,0.65,0.32,0.74
Walls,0.01,0.8,0,0.28,4.8,10,0.24,2,1,1.78,0.05,2,2,2,10,10,10
Walls,0.03,0.01,0,0.71,3.5,0.34,0,1,0,0.28,0.69,2,2,2,10,10,10
Walls,0.01,0.7,0.01,0.28,4.8,10,0,2,1,0.87,0.11,2,2,2,10,10,10
Walls,0.01,0.75,0.01,0.28,4.7,10,0,2,1,1.79,0.19,2,2,2,10,10,10
Walls,0.1,0.01,0.01,3.65,6.6,0,0,6,1,1.71,0.22,2,2,2,10,10,10
Walls,0.06,0,0,3.55,8.7,0,0,5,1,10,0.2,2,2,2,10,10,10
Walls,0.12,0,0,3.55,3,0,0,7,1,10,0.4,2,2,2,10,10,10
Walls,0.01,0.69,0,0.36,4.3,10,0.42,2,1,0.27,0.08,2,2,2,10,10,10
Walls,0.02,0.01,0,0.61,2.5,1.37,0,0,0,10,0.22,2,2,2,10,10,10
Walls,0.01,0.67,0.01,0.36,6.9,10,0,2,1,1.15,10,2,2,2,10,10,10
Walls,0.01,0.02,0,1.22,2.5,1.2,0,3,0,10,0.23,2,2,2,10,10,10
Walls,0.05,0,0,1.82,2.9,0,0,6,1,10,1.43,2,2,2,10,10,10
Walls,0.06,0.02,0.01,0.82,7.6,0,0,8,1,0.81,10,2,2,2,10,10,10
Walls,0.02,0.09,0.03,1.26,2.4,1.51,0,1,1,10,0.28,2,2,2,10,10,10
Walls,0.03,0.67,0.01,0.5,8.2,10,0,2,1,2.63,10,2,2,2,10,10,10
Walls,0.01,0,0,0.61,2.1,0,0.12,1,1,10,0.51,2,2,2,10,10,10
Walls,0.03,0.64,0.01,0.45,6.5,10,0,3,1,0.22,10,2,2,2,10,10,10
Walls,0.01,0.09,0,0.4,2.3,1.42,0,3,0,10,0.37,2,2,2,10,10,10
Walls,0.01,0.17,0.01,0.3,2.7,2.09,0,2,1,10,1.16,2,2,2,10,10,10
Walls,0.02,0.08,0,0.22,7.9,0.05,0,1,1,10,0.22,2,2,2,10,10,10
Walls,0.23,0,0,8.12,9.3,0,0,12,1,10,2.39,2,2,2,10,10,10
Walls,0.01,0.62,0,0.14,6.8,10,0,2,1,10,1.24,2,2,2,10,10,10
Walls,0.01,0.2,0,0.22,2.7,0.21,0,2,1,10,1.58,2,2,2,10,10,10
Walls,0.03,0,0,1.22,2.5,0.1,0,4,0,10,0.24,2,2,2,10,10,10
Walls,0.12,0.01,0,2.14,8,0,0,7,1,10,0.09,2,2,2,10,10,10
Walls,0.13,0,0,4.16,3.1,0,0,6,1,10,0.15,2,2,2,10,10,10
Walls,0.02,0.01,0.01,3.14,3.8,1.17,0.61,4,0,10,0.67,2,2,2,10,10,10
Walls,0.01,0.69,0.06,0.28,2.7,10,0,2,1,0.95,10,2,2,2,10,10,10
Walls,0.01,0.08,0.35,3.06,0.4,1.21,0.95,3,0,10,10,2,2,2,1.01,0.13,0.6
Walls,0.02,0.72,0,0.36,7.4,10,0,2,1,10,0.98,2,2,2,10,10,10
Walls,0.01,0,0,0.51,2,0,0.01,2,1,10,0.51,2,2,2,10,10,10
Walls,0.02,0.71,0.01,0.28,7.3,10,0,0,1,2.31,10,2,2,2,10,10,10
Walls,0.01,0.32,0,0.1,4.8,2.3,0,2,1,1.26,0.39,2,2,2,10,10,10
Walls,0.01,0.18,0.08,0.3,4.6,1.15,0.17,5,1,1.4,0.52,2,2,2,10,10,10
Walls,0.01,0.29,0,0.1,4.3,1.03,0,2,1,1.27,0.89,2,2,2,10,10,10
Walls,0,0.34,0,0.1,4.7,0.11,0.11,2,1,1.37,0.39,2,2,2,10,10,10
Walls,0.01,0.04,0.03,0.92,1.1,0,0.03,1,1,2.49,0.43,2,2,2,10,10,10
Walls,0.08,0.01,0.02,0.95,7.7,0,0,8,1,0.57,10,2,2,2,10,10,10
Walls,0.01,0.01,0,0.51,2.1,0,0.13,1,1,10,0.51,2,2,2,10,10,10
Walls,0.85,0,0,9.95,15.9,0,0,8,1,10,2.14,2,2,2,10,10,10
Walls,0.01,0.03,0,0.1,6.6,0.02,0.3,2,1,10,1.14,2,2,2,10,10,10
Walls,0.03,0.62,0.01,0.5,6.9,10,0,3,1,0.79,10,2,2,2,10,10,10
Walls,0.02,0.63,0.01,0.45,8.3,10,0,2,1,2.53,10,2,2,2,10,10,10
Walls,0.01,0.79,0,0.1,8.2,10,0,1,0,10,2.61,2,2,2,10,10,10
Walls,0.02,0,0,1.32,2.4,0,0.21,1,1,1.04,1.74,2,2,2,10,10,10
Walls,0.02,0.01,0,0.61,5.6,0.03,0.23,1,1,0.34,1.39,2,2,2,10,10,10
Walls,0.24,0.01,0,7,10.1,0,0,7,1,0.79,1.5,2,2,2,10,10,10
Walls,0.01,0.72,0.01,0.28,6.2,10,0,2,1,10,0.99,2,2,2,10,10,10
Walls,0.17,0.01,0,5.79,3.6,0,0,5,1,10,0.77,2,2,2,10,10,10
Walls,0.06,0.01,0,2.73,2.8,0,0,9,1,10,0.39,2,2,2,10,10,10
Walls,0.08,0.01,0,3.14,2.8,0,0,6,1,10,0.39,2,2,2,10,10,10
Walls,0.01,0.02,0.01,0.51,3.8,0.55,0.04,3,0,10,0.52,2,2,2,10,10,10
Walls,0.17,0.02,0,2.12,8.4,0,0,6,1,10,0.15,2,2,2,10,10,10
Walls,0.01,0.65,0,0.14,6.9,10,0,2,1,10,0.63,2,2,2,10,10,10
Walls,0.04,0.02,0.02,2.14,2.8,0.24,0,7,0,10,0.39,2,2,2,10,10,10
Walls,0.01,0.08,0,0.32,2,0.6,0,2,1,10,0.81,2,2,2,10,10,10
Walls,0.05,0.02,0,0.92,5,0,0,6,1,0.85,1.47,2,2,2,10,10,10
Clutter,0.04,0.1,0.1,1.2,7.4,3.39,2.75,2,0,5.15,10,2,2,2,10,10,10
Walls,0.02,0.79,0,0.36,4.6,10,0,1,1,0.75,0.46,2,2,2,10,10,10
Walls,0.01,0.16,0.06,2.93,4.8,0.01,0,2,1,0.23,10,2,2,2,10,10,10
Walls,0.38,0,0.35,6,12.8,0,0,7,1,10,10,2,2,2,0,0.01,0
Walls,0.01,0.11,0.75,1.49,0.3,0.17,0,1,1,10,10,0,0,0,0.21,1.06,0
Clutter,0.02,0.11,0.11,0.81,3.5,3.09,3.88,3,0,6.06,10,2,2,2,10,10,10
Walls,0.09,0.01,0.01,3.95,4.4,0,0,8,1,4.7,10,2,2,2,10,10,10
Walls,0.02,0.8,0,0.36,6.8,10,0,2,1,1.17,10,2,2,2,10,10,10
Walls,0.11,0.01,0,2.14,8,0,0,7,1,10,0.13,2,2,2,10,10,10
Walls,0.01,0.65,0,0.14,6.3,10,0,3,1,10,1.43,2,2,2,10,10,10
Walls,0.07,0.01,0,0.71,8.7,0,0,5,1,10,2.6,2,2,2,10,10,10
Walls,0.06,0,0,1.92,3.1,0,0,6,1,10,0.96,2,2,2,10,10,10
Walls,0.01,0.21,0.01,0.45,2.8,2.87,0,3,1,10,1.17,2,2,2,10,10,10
Walls,0.01,0.72,0.02,0.22,2.6,10,0.45,1,0,10,0.62,2,2,2,10,10,10
Walls,0.02,0.03,0,0.92,3.4,0.75,0.14,4,0,10,1.38,2,2,2,10,10,10
Walls,0.03,0.01,0,0.51,4.3,0.32,0.77,2,0,1.28,0.28,2,2,2,10,10,10
Walls,0,0.28,0,0.22,2.2,0.12,0.03,3,0,10,0.64,2,2,2,10,10,10
Walls,0.06,0,0,5.28,3.3,0,0,9,1,1.13,5.09,2,2,2,10,10,10
Walls,0.01,0.02,0,0.51,1.2,0.08,0.36,0,1,0.57,0.58,2,2,2,10,10,10
Walls,0.03,0.01,0,0.71,6.7,0.53,0.38,2,1,0.13,0.51,2,2,2,10,10,10
Walls,0.01,0.67,0.01,0.22,6.2,10,0,3,1,10,0.71,2,2,2,10,10,10
Walls,0.01,0.05,0.02,0.22,2.9,3.36,0,3,1,10,1.2,2,2,2,10,10,10
Walls,0.08,0.01,0,2.75,2.5,0,0,8,1,10,0.39,2,2,2,10,10,10
Walls,0.01,0.18,0.67,3.37,0.4,10,0,5,1,10,10,0,0,0,0.01,0.06,0
Walls,0.01,0.04,0,0.32,4.6,1.49,0.16,2,1,1.8,0.74,2,2,2,10,10,10
Walls,0.01,0.38,0.01,0.14,4.6,0.69,0,2,1,1.27,0.07,2,2,2,10,10,10
Walls,0.12,0.01,0.01,3.35,3.4,0,0,8,1,10,1.71,2,2,2,10,10,10
Walls,0.09,0.01,0.01,3.35,6.2,0,0,6,1,1.64,0.48,2,2,2,10,10,10
Walls,0.01,0.08,0.05,0.3,4.5,0.81,0.22,4,1,1.83,0.77,2,2,2,10,10,10
Walls,0.03,0.26,0,0.61,3.5,0.65,0,3,0,10,0.05,2,2,2,10,10,10
Walls,0.01,0.37,0.01,0.14,4.6,0.08,0.09,3,1,1.36,0.02,2,2,2,10,10,10
Walls,0.01,0.02,0,0.32,5.3,0.04,0,2,1,10,0.27,2,2,2,10,10,10
Walls,0.01,0.76,0,0.22,4.7,10,0.05,2,1,1.74,0.68,2,2,2,10,10,10
Walls,0.01,0.04,0,0.22,2.3,0.6,0,1,1,10,2.55,2,2,2,10,10,10
Walls,0.01,0.42,0,0.28,6.8,0.09,0,2,1,10,0.74,2,2,2,10,10,10
Walls,0.01,0.06,0.69,3.69,0.5,1.34,0,4,1,10,10,0,0,0.5,0.02,0.19,0
Walls,0.05,0.01,0,0.71,8.4,0,0,4,1,10,0.28,2,2,2,10,10,10
Walls,0.12,0,0,3.45,3.2,0,0,5,1,10,1.36,2,2,2,10,10,10
Walls,0.01,0.01,0,0.71,1.1,0.14,0.25,2,1,0.2,0.38,2,2,2,10,10,10
Walls,0.07,0.01,0,2.75,6.5,0,0,7,1,1.66,0.19,2,2,2,10,10,10
Walls,0.05,0.01,0,3.55,6.5,0,0,4,1,1.61,0.26,2,2,2,10,10,10
Walls,0.02,0.01,0.01,0.61,7.2,0.57,0,5,0,10,0.7,2,2,2,10,10,10
Walls,0.01,0.56,0.01,0.14,5,10,0.01,2,1,10,0.48,2,2,2,10,10,10
Walls,0.02,0.01,0,0.61,3.1,0.09,0.21,3,1,1.91,0.23,2,2,2,10,10,10
Walls,0.02,0.81,0,0.36,4.8,10,0,2,1,1.26,0.65,2,2,2,10,10,10
Walls,0.01,0.01,0.01,0.71,1,0.12,0.27,3,1,0.62,1.56,2,2,2,10,10,10
Walls,0.03,0.01,0.01,1.82,2.2,0.01,0.23,1,0,10,1.77,2,2,2,10,10,10
Walls,0.03,0.01,0.01,0.71,3.6,0.37,0,0,0,0.3,10,2,2,2,10,10,10
Walls,0.01,0.76,0,0.28,4.3,10,0,2,1,1.76,0.68,2,2,2,10,10,10
Walls,0.01,0.25,0.04,0.61,3.8,0.13,0.08,0,1,2.85,0.42,2,2,2,10,10,10
Walls,0.02,0,0,1.22,2.9,0.02,0.25,3,0,10,1.41,2,2,2,10,10,10
Walls,0.01,0.01,0,0.3,2.3,0.59,0,2,1,10,2.54,2,2,2,10,10,10
Walls,0.05,0.01,0,1.82,3,0,0,6,1,10,1.19,2,2,2,10,10,10
Walls,0.03,0.01,0,1.51,3.1,0,0.14,2,1,10,1.71,2,2,2,10,10,10
Walls,0.01,0.82,0.01,0.42,4.6,10,0,3,1,1.41,0.69,2,2,2,10,10,10
Walls,0.02,0.69,0.01,0.45,4.6,10,0,3,1,1.27,0.06,2,2,2,10,10,10
Walls,0.01,0.73,0,0.14,6.4,10,0,2,1,10,0.69,2,2,2,10,10,10
Walls,0.01,0.03,0.62,1.96,0.5,1.42,0,4,1,10,10,0,0,0,0.01,0.25,0.5
Walls,0.02,0.01,0.01,0.71,2.6,0.04,0.25,4,1,1.53,0.17,2,2,2,10,10,10
Walls,0.01,0.03,0.02,0.71,1.9,0.07,0.26,4,1,0.36,0.17,2,2,2,10,10,10
Walls,0.02,0.01,0,0.92,7.3,0.12,0,2,0,10,0.59,2,2,2,10,10,10
Walls,0.01,0.19,0.01,0.2,2.9,0.1,0.1,2,1,10,1.09,2,2,2,10,10,10
Walls,0.02,0.81,0.01,0.36,6.8,10,0,1,1,10,1.26,2,2,2,10,10,10
Walls,0.01,0.11,0,0.22,4.4,1.5,0.19,2,1,1.55,0.74,2,2,2,10,10,10
Walls,0.07,0.02,0.02,2.35,3.4,0,0,6,1,10,1.38,2,2,2,10,10,10
Walls,0.01,0.79,0.01,0.42,4.7,10,0,2,1,1.82,0.6,2,2,2,10,10,10
Walls,0.01,0.14,0,0.32,4.6,0.82,0.17,3,1,1.38,0.77,2,2,2,10,10,10
Walls,0.03,0.73,0,0.36,7.4,10,0,2,1,10,1.12,2,2,2,10,10,10
Clutter,0.01,0.1,0.1,1.33,1.1,0.9,0,3,0,10,0.48,2,2,2,10,10,10
Walls,0,0.42,0,0.14,4.6,1.61,0.04,2,1,1.7,0.03,2,2,2,10,10,10
Walls,0,0.46,0,0.14,4.3,1.51,0.13,2,1,1.91,0.9,2,2,2,10,10,10
Walls,0.03,0.05,0,0.71,4.9,0.2,0.21,5,1,1.87,0.33,2,2,2,10,10,10
Walls,0.01,0.24,0,0.22,4.7,0.02,0.05,3,1,1.75,0.63,2,2,2,10,10,10
Walls,0.03,0.01,0,1.82,8.4,0,0,0,1,10,0.44,2,2,2,10,10,10
Walls,0.08,0.04,0.01,2.96,6.4,0,0,7,1,1.56,0.39,2,2,2,10,10,10
Walls,0.01,0.07,0.06,0.2,4.6,0.83,0.23,3,1,1.81,0.67,2,2,2,10,10,10
Walls,0.01,0.44,0,0.22,4.4,1.47,0.13,4,1,1.94,0.76,2,2,2,10,10,10
Walls,0.02,0.01,0,0.92,7.2,0.1,0,3,0,10,0.1,2,2,2,10,10,10
Walls,0.03,0.01,0,0.51,5,0,0.01,1,1,1.65,0.43,2,2,2,10,10,10
Walls,0.05,0,0,0.81,8.5,0,0,4,1,10,0.18,2,2,2,10,10,10
Walls,0.12,0,0,3.35,3.5,0,0,8,1,10,1.71,2,2,2,10,10,10
Walls,0.05,0.01,0,0.81,8.3,0,0,4,1,10,0.39,2,2,2,10,10,10
Walls,0.01,0.06,0.01,0.61,2.7,0.79,0.78,1,0,10,1.69,2,2,2,10,10,10
Walls,0.05,0.01,0,0.71,8.8,0,0,4,1,10,1.55,2,2,2,10,10,10
Walls,0.02,0.01,0,0.71,3.6,0.39,0,1,0,0.17,1.27,2,2,2,10,10,10
Walls,0.02,0.01,0,0.61,3.5,0.64,0,2,0,10,0.1,2,2,2,10,10,10
Walls,0.01,0.01,0.01,0.32,4.2,0.47,0.55,1,0,1,0.02,2,2,2,10,10,10
Walls,0.03,0.01,0,0.71,3.5,0.66,0,2,0,10,0.1,2,2,2,10,10,10
